Üretici,ÜreticiKodu,Açıklama,ÇalışmaSıcaklığı,Ref_SicaklıkDeğeri,Ref_SicaklıkDirençDeğeri,Ref_HataPayı,B_HataPayı,B0_50,B25_50,B25_75,B25_85,B25_100,Pdf
Vishay BC Components,NTCS0603E3223JMT,THERMISTOR NTC 22KOHM 3730K 0603,-40°C ~ 150°C,25,22k,±5%,±1%,,,,3730K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3202JLT,THERMISTOR NTC 2KOHM 3420K 0603,-40°C ~ 150°C,25,2k,±5%,±1%,,,,3420K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3202JLT,THERMISTOR NTC 2KOHM 3420K 0603,-40°C ~ 150°C,25,2k,±5%,±1%,,,,3420K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3202JLT,THERMISTOR NTC 2KOHM 3420K 0603,-40°C ~ 150°C,25,2k,±5%,±1%,,,,3420K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103JHT,THERMISTOR NTC 10KOHM 3960K 0603,-40°C ~ 150°C,25,10k,±5%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103JHT,THERMISTOR NTC 10KOHM 3960K 0603,-40°C ~ 150°C,25,10k,±5%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0805E3103JLT,THERMISTOR NTC 10KOHM 3430K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,,,3430K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103JLT,THERMISTOR NTC 10KOHM 3430K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,,,3430K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103JLT,THERMISTOR NTC 10KOHM 3430K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,,,3430K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
TDK Electronics Inc.,B57401V2472J062,THERM NTC 4.7KOHM 3590K 0805,-55°C ~ 125°C,25,4.7k,±5%,±3%,,3590K,,3635K,3650K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57401V2472J062,THERM NTC 4.7KOHM 3590K 0805,-55°C ~ 125°C,25,4.7k,±5%,±3%,,3590K,,3635K,3650K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57401V2472J062,THERM NTC 4.7KOHM 3590K 0805,-55°C ~ 125°C,25,4.7k,±5%,±3%,,3590K,,3635K,3650K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2222J062,THERM NTC 2.2KOHM 3940K 0805,-55°C ~ 125°C,25,2.2k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2222J062,THERM NTC 2.2KOHM 3940K 0805,-55°C ~ 125°C,25,2.2k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2222J062,THERM NTC 2.2KOHM 3940K 0805,-55°C ~ 125°C,25,2.2k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2473J062,THERMISTOR NTC 47KOHM 3940K 0805,-55°C ~ 125°C,25,47k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2473J062,THERMISTOR NTC 47KOHM 3940K 0805,-55°C ~ 125°C,25,47k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2473J062,THERMISTOR NTC 47KOHM 3940K 0805,-55°C ~ 125°C,25,47k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57471V2223J062,THERMISTOR NTC 22KOHM 4386K 0805,-55°C ~ 125°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57471V2223J062,THERMISTOR NTC 22KOHM 4386K 0805,-55°C ~ 125°C,25,22k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57451V5103J062,THERMISTOR NTC 10KOHM 3940K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
TDK Electronics Inc.,B57451V5103J062,THERMISTOR NTC 10KOHM 3940K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
TDK Electronics Inc.,B57451V5103J062,THERMISTOR NTC 10KOHM 3940K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
TDK Electronics Inc.,B57452V5104J062,THERM NTC 100KOHM 4386K 0805,-40°C ~ 150°C,25,100k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
TDK Electronics Inc.,B57452V5104J062,THERM NTC 100KOHM 4386K 0805,-40°C ~ 150°C,25,100k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
TDK Electronics Inc.,B57442V5103J062,THERMISTOR NTC 10KOHM 3590K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,3590K,,3635K,3650K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
TDK Electronics Inc.,B57442V5103J062,THERMISTOR NTC 10KOHM 3590K 0805,-40°C ~ 150°C,25,10k,±5%,±3%,,3590K,,3635K,3650K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
Vishay BC Components,NTCS0603E3472HHT,THERM NTC 4.7KOHM 3830K 0603,-40°C ~ 150°C,25,4.7k,±3%,±1%,,,,3830K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3472HHT,THERM NTC 4.7KOHM 3830K 0603,-40°C ~ 150°C,25,4.7k,±3%,±1%,,,,3830K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3472HHT,THERM NTC 4.7KOHM 3830K 0603,-40°C ~ 150°C,25,4.7k,±3%,±1%,,,,3830K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
TDK Electronics Inc.,B57620C5102J062,THERMISTOR NTC 1KOHM 3470K 0805,-55°C ~ 125°C,25,1k,±5%,±3%,,3470K,,3514K,3530K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57620C5102J062,THERMISTOR NTC 1KOHM 3470K 0805,-55°C ~ 125°C,25,1k,±5%,±3%,,3470K,,3514K,3530K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57620C5102J062,THERMISTOR NTC 1KOHM 3470K 0805,-55°C ~ 125°C,25,1k,±5%,±3%,,3470K,,3514K,3530K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
Vishay BC Components,NTCS0805E3473HHT,THERMISTOR NTC 47KOHM 3960K 0805,-40°C ~ 150°C,25,47k,±3%,±1%,,,,3960K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3473HHT,THERMISTOR NTC 47KOHM 3960K 0805,-40°C ~ 150°C,25,47k,±3%,±1%,,,,3960K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3473HHT,THERMISTOR NTC 47KOHM 3960K 0805,-40°C ~ 150°C,25,47k,±3%,±1%,,,,3960K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103HMT,THERMISTOR NTC 10KOHM 3570K 0805,-40°C ~ 150°C,25,10k,±3%,±3%,,,,3570K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103HMT,THERMISTOR NTC 10KOHM 3570K 0805,-40°C ~ 150°C,25,10k,±3%,±3%,,,,3570K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103HMT,THERMISTOR NTC 10KOHM 3570K 0805,-40°C ~ 150°C,25,10k,±3%,±3%,,,,3570K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3104HXT,THERM NTC 100KOHM 4100K 0805,-40°C ~ 150°C,25,100k,±3%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3104HXT,THERM NTC 100KOHM 4100K 0805,-40°C ~ 150°C,25,100k,±3%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3104HXT,THERM NTC 100KOHM 4100K 0805,-40°C ~ 150°C,25,100k,±3%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
TDK Electronics Inc.,B57621C5102J062,THERMISTOR NTC 1KOHM 3420K 1206,-55°C ~ 125°C,25,1k,±5%,±3%,,3420K,,3440K,3450K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_1206.pdf
TDK Electronics Inc.,B57621C5102J062,THERMISTOR NTC 1KOHM 3420K 1206,-55°C ~ 125°C,25,1k,±5%,±3%,,3420K,,3440K,3450K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_1206.pdf
TDK Electronics Inc.,B57621C5102J062,THERMISTOR NTC 1KOHM 3420K 1206,-55°C ~ 125°C,25,1k,±5%,±3%,,3420K,,3440K,3450K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_1206.pdf
Vishay Dale,NTHS0402N01N1003JE,THERM NTC 100KOHM 3964K 0402,-,25,100k,±5%,±3%,,,3964K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0402N01N1003JE,THERM NTC 100KOHM 3964K 0402,-,25,100k,±5%,±3%,,,3964K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0402N01N1003JE,THERM NTC 100KOHM 3964K 0402,-,25,100k,±5%,±3%,,,3964K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay BC Components,NTCLG100E2104JT,THERM NTC 100KOHM 3977K DO35,-40°C ~ 200°C,25,100k,±5%,±1.3%,,,,3977K,,http://www.vishay.com/docs/29050/ntclg100.pdf
Vishay BC Components,NTCLG100E2104JT,THERM NTC 100KOHM 3977K DO35,-40°C ~ 200°C,25,100k,±5%,±1.3%,,,,3977K,,http://www.vishay.com/docs/29050/ntclg100.pdf
Vishay BC Components,NTCS0603E3103GMT,THERMISTOR NTC 10KOHM 3610K 0603,-40°C ~ 150°C,25,10k,±2%,±1%,,,,3610K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103GMT,THERMISTOR NTC 10KOHM 3610K 0603,-40°C ~ 150°C,25,10k,±2%,±1%,,,,3610K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103GMT,THERMISTOR NTC 10KOHM 3610K 0603,-40°C ~ 150°C,25,10k,±2%,±1%,,,,3610K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0805E3333GHT,THERMISTOR NTC 33KOHM 3920K 0805,-40°C ~ 150°C,25,33k,±2%,±1%,,,,3920K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3333GHT,THERMISTOR NTC 33KOHM 3920K 0805,-40°C ~ 150°C,25,33k,±2%,±1%,,,,3920K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3333GHT,THERMISTOR NTC 33KOHM 3920K 0805,-40°C ~ 150°C,25,33k,±2%,±1%,,,,3920K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3104GXT,THERM NTC 100KOHM 4100K 0805,-40°C ~ 150°C,25,100k,±2%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3104GXT,THERM NTC 100KOHM 4100K 0805,-40°C ~ 150°C,25,100k,±2%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3104GXT,THERM NTC 100KOHM 4100K 0805,-40°C ~ 150°C,25,100k,±2%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0603E3473FHT,THERMISTOR NTC 47KOHM 3960K 0603,-40°C ~ 150°C,25,47k,±1%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3473FHT,THERMISTOR NTC 47KOHM 3960K 0603,-40°C ~ 150°C,25,47k,±1%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3473FHT,THERMISTOR NTC 47KOHM 3960K 0603,-40°C ~ 150°C,25,47k,±1%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3683FHT,THERMISTOR NTC 68KOHM 3985K 0603,-40°C ~ 150°C,25,68k,±1%,±1%,,,,3985K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3683FHT,THERMISTOR NTC 68KOHM 3985K 0603,-40°C ~ 150°C,25,68k,±1%,±1%,,,,3985K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3683FHT,THERMISTOR NTC 68KOHM 3985K 0603,-40°C ~ 150°C,25,68k,±1%,±1%,,,,3985K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3153FMT,THERMISTOR NTC 15KOHM 3600K 0603,-40°C ~ 150°C,25,15k,±1%,±1%,,,,3600K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3153FMT,THERMISTOR NTC 15KOHM 3600K 0603,-40°C ~ 150°C,25,15k,±1%,±1%,,,,3600K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3223FMT,THERMISTOR NTC 22KOHM 3730K 0603,-40°C ~ 150°C,25,22k,±1%,±1%,,,,3730K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3223FMT,THERMISTOR NTC 22KOHM 3730K 0603,-40°C ~ 150°C,25,22k,±1%,±1%,,,,3730K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3223FMT,SENSOR NTC 22K OHM 3730K 0603,-40°C ~ 150°C,25,22k,±1%,±1%,,,,3730K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCSMELFE3203JT,THERM NTC 20KOHM 3977K DO213AA,-40°C ~ 150°C,25,20k,±5%,±1.3%,,,,3977K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3203JT,THERM NTC 20KOHM 3977K DO213AA,-40°C ~ 150°C,25,20k,±5%,±1.3%,,,,3977K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3103JT,THERMISTOR NTC 10KOHM 3997K MELF,-40°C ~ 150°C,25,10k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3103JT,THERMISTOR NTC 10KOHM 3997K MELF,-40°C ~ 150°C,25,10k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3103JT,THERMISTOR NTC 10KOHM 3997K MELF,-40°C ~ 150°C,25,10k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3104JT,THERM NTC 100KOHM 3997K MELF,-40°C ~ 150°C,25,100k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3104JT,THERM NTC 100KOHM 3997K MELF,-40°C ~ 150°C,25,100k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3104JT,THERM NTC 100KOHM 3997K MELF,-40°C ~ 150°C,25,100k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3104JT,THERM NTC 100KOHM 3997K MELF,-40°C ~ 150°C,25,100k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCSMELFE3104JT,THERM NTC 100KOHM 3997K MELF,-40°C ~ 150°C,25,100k,±5%,±1.3%,,,,3997K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCS0805E3683FXT,THERMISTOR NTC 68KOHM 4100K 0805,-40°C ~ 150°C,25,68k,±1%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3683FXT,THERMISTOR NTC 68KOHM 4100K 0805,-40°C ~ 150°C,25,68k,±1%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3683FXT,THERMISTOR NTC 68KOHM 4100K 0805,-40°C ~ 150°C,25,68k,±1%,±1%,,,,4100K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3153FMT,THERMISTOR NTC 15KOHM 3700K 0805,-40°C ~ 150°C,25,15k,±1%,±1%,,,,3700K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3153FMT,THERMISTOR NTC 15KOHM 3700K 0805,-40°C ~ 150°C,25,15k,±1%,±1%,,,,3700K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3153FMT,THERMISTOR NTC 15KOHM 3700K 0805,-40°C ~ 150°C,25,15k,±1%,±1%,,,,3700K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3473FHT,THERMISTOR NTC 47KOHM 3960K 0805,-40°C ~ 150°C,25,47k,±1%,±1%,,,,3960K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3473FHT,THERMISTOR NTC 47KOHM 3960K 0805,-40°C ~ 150°C,25,47k,±1%,±1%,,,,3960K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3473FHT,THERMISTOR NTC 47KOHM 3960K 0805,-40°C ~ 150°C,25,47k,±1%,±1%,,,,3960K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0603E3124SMT,THERM NTC 122KOHM 3590K 0603,-40°C ~ 125°C,25,122k,±1%,±1%,,,,3590K,,http://www.vishay.com/docs/29151/ntcse3smt.pdf
Vishay BC Components,NTCS0603E3124SMT,THERM NTC 122KOHM 3590K 0603,-40°C ~ 125°C,25,122k,±1%,±1%,,,,3590K,,http://www.vishay.com/docs/29151/ntcse3smt.pdf
Vishay BC Components,NTCS0603E3124SMT,THERM NTC 122KOHM 3590K 0603,-40°C ~ 125°C,25,122k,±1%,±1%,,,,3590K,,http://www.vishay.com/docs/29151/ntcse3smt.pdf
Cantherm,MF52A1224J4150,THERM NTC 220KOHM 4150K BEAD,-55°C ~ 125°C,25,220k,±5%,-,,4150K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/cantherm_mf52_1.pdf
Cantherm,MF52A202J3470,THERMISTOR NTC 2KOHM 3470K BEAD,-55°C ~ 125°C,25,2k,±5%,-,,3470K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/cantherm_mf52_1.pdf
Cantherm,MF52A1473J3950,THERMISTOR NTC 47KOHM 3950K BEAD,-55°C ~ 125°C,25,47k,±5%,±1%,,3950K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/cantherm_mf52_1.pdf
Vishay BC Components,NTCS0805E3104SMT,THERM NTC 100KOHM 3590K 0805,-40°C ~ 125°C,25,100k,±1%,±1%,,,,3590K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCS0805E3104SMT,THERM NTC 100KOHM 3590K 0805,-40°C ~ 125°C,25,100k,±1%,±1%,,,,3590K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCS0805E3104SMT,THERM NTC 100KOHM 3590K 0805,-40°C ~ 125°C,25,100k,±1%,±1%,,,,3590K,,http://www.vishay.com/docs/29119/ntcse3t.pdf
Vishay BC Components,NTCLE100E3223JB0,THERMISTOR NTC 22KOHM 3740K BEAD,-40°C ~ 125°C,25,22k,±5%,±2%,,,,3740K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3479JB0,THERMISTOR NTC 47OHM 3390K BEAD,-40°C ~ 125°C,25,47,±5%,±3%,,,,3390K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3152JB0,THERM NTC 1.5KOHM 3528K BEAD,-40°C ~ 125°C,25,1.5k,±5%,±0.5%,,,,3528K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3338JB0,THERMISTOR NTC 3.3OHM 2880K BEAD,-40°C ~ 125°C,25,3.3,±5%,±3%,,,,2880K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3689JB0,THERMISTOR NTC 68OHM 3390K BEAD,-40°C ~ 125°C,25,68,±5%,±3%,,,,3390K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3339JB0,THERMISTOR NTC 33OHM 3390K BEAD,-40°C ~ 125°C,25,33,±5%,±3%,,,,3390K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3159JB0,THERMISTOR NTC 15OHM 3041K BEAD,-40°C ~ 125°C,25,15,±5%,±3%,,,,3041K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3272JB0,THERM NTC 2.7KOHM 3977K BEAD,-40°C ~ 125°C,25,2.7k,±5%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3681JB0,THERMISTOR NTC 680OHM 3560K BEAD,-40°C ~ 125°C,25,680,±5%,±1.5%,,,,3560K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3472JB0,THERM NTC 4.7KOHM 3977K BEAD,-40°C ~ 125°C,25,4.7k,±5%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3688JB0,THERMISTOR NTC 6.8OHM 2880K BEAD,-40°C ~ 125°C,25,6.8,±5%,±3%,,,,2880K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE213E3103JHB0,THERMISTOR NTC 10KOHM 3984K BEAD,-55°C ~ 150°C,25,10k,±5%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29154/ntcle213e3.pdf
Vishay Dale,NTHS0603N02N6801JE,THERM NTC 6.8KOHM 3477K 0603,-,25,6.8k,±5%,±3%,,,3477K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0603N02N6801JE,THERM NTC 6.8KOHM 3477K 0603,-,25,6.8k,±5%,±3%,,,3477K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0603N02N6801JE,THERM NTC 6.8KOHM 3477K 0603,-,25,6.8k,±5%,±3%,,,3477K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0603N11N3002JE,THERMISTOR NTC 30KOHM 3700K 0603,-,25,30k,±5%,±3%,,,3700K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0603N11N3002JE,THERMISTOR NTC 30KOHM 3700K 0603,-,25,30k,±5%,±3%,,,3700K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0603N11N3002JE,THERMISTOR NTC 30KOHM 3700K 0603,-,25,30k,±5%,±3%,,,3700K,,,http://www.vishay.com/docs/33008/nths.pdf
TDK Electronics Inc.,B57234S0479M051,THERMISTOR NTC 4.7OHM 2900K,-55°C ~ 170°C,25,4.7,±20%,±3%,,,,,2900K,
TDK Electronics Inc.,B57234S0479M051,THERMISTOR NTC 4.7OHM 2900K,-55°C ~ 170°C,25,4.7,±20%,±3%,,,,,2900K,
Vishay Dale,NTHS0805N01N4702JE,THERMISTOR NTC 47KOHM 3890K 0805,-,25,47k,±5%,±3%,,,3890K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0805N01N4702JE,THERMISTOR NTC 47KOHM 3890K 0805,-,25,47k,±5%,±3%,,,3890K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0805N01N4702JE,THERMISTOR NTC 47KOHM 3890K 0805,-,25,47k,±5%,±3%,,,3890K,,,http://www.vishay.com/docs/33008/nths.pdf
Littelfuse Inc.,503JG1K,THERMISTOR NTC 50KOHM 3892K DO35,300°C,25,50k,±10%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_glass_encapsulated_thermistors_do_35_standard_datasheet.pdf.pdf
Vishay BC Components,NTCLE100E3123HB0,THERMISTOR NTC 12KOHM 3740K BEAD,-40°C ~ 125°C,25,12k,±3%,±2%,,,,3740K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3272HB0,THERM NTC 2.7KOHM 3977K BEAD,-40°C ~ 125°C,25,2.7k,±3%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3332HB0,THERM NTC 3.3KOHM 3977K BEAD,-40°C ~ 125°C,25,3.3k,±3%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
