Üretici,ÜreticiKodu,Açıklama,ÇalışmaSıcaklığı,Ref_SicaklıkDeğeri,Ref_SicaklıkDirençDeğeri,Ref_HataPayı,B_HataPayı,B0_50,B25_50,B25_75,B25_85,B25_100,Pdf
Cantherm,CMFB4055333JNT,THERMISTOR NTC 33KOHM 4055K 0805,-40°C ~ 125°C,25,33k,±5%,-,,4055K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/CMF_11x17_AUGUST_2014.pdf
AVX Corporation,NC12K00103KBB,THERMISTOR NTC 10KOHM 3630K 0805,-55°C ~ 150°C,25,10k,±10%,±3%,,,,3630K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC12L00153KBB,THERMISTOR NTC 15KOHM 3790K 0805,-55°C ~ 150°C,25,15k,±10%,±3%,,,,3790K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC12N00683KBB,THERMISTOR NTC 68KOHM 4080K 0805,-55°C ~ 150°C,25,68k,±10%,±3%,,,,4080K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC12P00104KBB,THERM NTC 100KOHM 4220K 0805,-55°C ~ 150°C,25,100k,±10%,±3%,,,,4220K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20I00332KBA,THERM NTC 3.3KOHM 3210K 1206,-55°C ~ 150°C,25,3.3k,±10%,±5%,,,,3210K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20J00472KBA,THERM NTC 4.7KOHM 3480K 1206,-55°C ~ 150°C,25,4.7k,±10%,±3%,,,,3480K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20KC0101KBA,THERMISTOR NTC 100OHM 3470K 1206,-55°C ~ 150°C,25,100,±10%,±5%,,,,3470K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20KC0470KBA,THERMISTOR NTC 47OHM 3470K 1206,-55°C ~ 150°C,25,47,±10%,±5%,,,,3470K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20L00223KBA,THERMISTOR NTC 22OHM 3790K 1206,-55°C ~ 150°C,25,22,±10%,±3%,,,,3790K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20M00273KBA,THERMISTOR NTC 27KOHM 3950K 1206,-55°C ~ 150°C,25,27k,±10%,±3%,,,,3950K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20M00333KBA,THERMISTOR NTC 33KOHM 3950K 1206,-55°C ~ 150°C,25,33k,±10%,±3%,,,,3950K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20N00104KBA,THERM NTC 100KOHM 4080K 1206,-55°C ~ 150°C,25,100k,±10%,±3%,,,,4080K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20N00563KBA,THERMISTOR NTC 56KOHM 4080K 1206,-55°C ~ 150°C,25,56k,±10%,±3%,,,,4080K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20N00823KBA,THERMISTOR NTC 82KOHM 4080K 1206,-55°C ~ 150°C,25,82k,±10%,±3%,,,,4080K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20Q00474KBA,THERM NTC 470KOHM 4300K 1206,-55°C ~ 150°C,25,470k,±10%,±3%,,,,4300K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20R00105KBA,THERMISTOR NTC 1MOHM 4400K 1206,-55°C ~ 150°C,25,1M,±10%,±3%,,,,4400K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20R00684KBA,THERM NTC 680KOHM 4400K 1206,-55°C ~ 150°C,25,680k,±10%,±3%,,,,4400K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20P00224KBA,NTC - THERMISTOR,,25,,,,,,,,,
TDK Electronics Inc.,B57620C224K62,THERM NTC 220KOHM 4230K 0805,-55°C ~ 125°C,25,220k,±10%,±3%,,4230K,,4280K,4300K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57620C.pdf
TDK Electronics Inc.,B57620C222K62,THERM NTC 2.2KOHM 3250K 0805,-55°C ~ 125°C,25,2.2k,±10%,±3%,,3250K,,3280K,3300K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57620C.pdf
AVX Corporation,NC20L00223K--,THERMISTOR NTC 22OHM 3790K 1206,-55°C ~ 150°C,25,22,±10%,±3%,,,,3790K,,http://datasheets.avx.com/nc12-20.pdf
Littelfuse Inc.,RA103J0Q-TR,THERMISTOR NTC 10KOHM 3900K 0402,-40°C ~ 125°C,25,10k,±0.23°C,-,3900K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/surface_mount_thermistors/littelfuse_surface_mount_thermistors_end_banded_chip_thermistors_0402_ra_datasheet.pdf.pdf
TDK Electronics Inc.,B57421V2152J062,THERM NTC 1.5KOHM 3940K 0805,-55°C ~ 125°C,25,1.5k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57343V5103J360,NTC THERMISTOR 0603 10K J60 B-36,-40°C ~ 150°C,25,10k,±5%,±1%,,3568K,,3610K,3624K,
AVX Corporation,NC12M00223K--,THERMISTOR NTC 22KOHM 3950K 0805,-55°C ~ 150°C,25,22k,±10%,±3%,,,,3950K,,http://datasheets.avx.com/nc12-20.pdf
Cantherm,MF52A472J3470,THERM NTC 4.7KOHM 3470K BEAD,-55°C ~ 125°C,25,4.7k,±5%,-,,3470K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/cantherm_mf52_1.pdf
Cantherm,MF52A683J3950,THERMISTOR NTC 68KOHM 3950K BEAD,-55°C ~ 125°C,25,68k,±5%,-,,3950K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/cantherm_mf52_1.pdf
TDK Electronics Inc.,B57342V5103J060,THERMISTOR NTC 10KOHM 3590K 0603,-40°C ~ 150°C,25,10k,±5%,±3%,,3590K,,3635K,3650K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57343V5103H360,NTC THERMISTOR 0603 10K H60 B-36,-40°C ~ 150°C,25,10k,±3%,±1%,,3568K,,3610K,3624K,
TDK Electronics Inc.,B57352V5473H060,THERMISTOR NTC 47KOHM 4386K 0603,-40°C ~ 150°C,25,47k,±3%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0603.pdf
TDK Electronics Inc.,B57352V5104H360,THERM NTC 100KOHM 4386K 0603,-40°C ~ 150°C,25,100k,±3%,±1%,,4386K,,4455K,4480K,
Mitsubishi Materials U.S.A. Corporation,TN10-3S472JT,NTC CHIP THERMISTOR 4.7KOHM 3750,-40°C ~ 125°C,25,4.7k,±5%,±3%,,Out of Bounds,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3S472JT,NTC CHIP THERMISTOR 4.7KOHM 3750,-40°C ~ 125°C,25,4.7k,±5%,±3%,,Out of Bounds,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3K222JT,NTC CHIP THERMISTOR 2.2KOHM 3500,-40°C ~ 125°C,25,2.2k,±5%,±3%,,3500K,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3K222JT,NTC CHIP THERMISTOR 2.2KOHM 3500,-40°C ~ 125°C,25,2.2k,±5%,±3%,,3500K,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3F102JT,NTC CHIP THERMISTOR 1KOHM 3250K,-40°C ~ 125°C,25,1k,±5%,±3%,,3250K,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3F102JT,NTC CHIP THERMISTOR 1KOHM 3250K,-40°C ~ 125°C,25,1k,±5%,±3%,,3250K,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3K473JT,NTC CHIP THERMISTOR 47KOHM 3500K,-40°C ~ 125°C,25,47k,±5%,±3%,,3500K,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3K473JT,NTC CHIP THERMISTOR 47KOHM 3500K,-40°C ~ 125°C,25,47k,±5%,±3%,,3500K,,,,
TDK Electronics Inc.,B57620C472K962,THERM NTC 4.7KOHM 3470K 0805,-55°C ~ 125°C,25,4.7k,±10%,±3%,,3470K,,3510K,3530K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57620C.pdf
TDK Electronics Inc.,B57620C472J962,THERM NTC 4.7KOHM 3470K 0805,-55°C ~ 125°C,25,4.7k,±5%,±3%,,3470K,,3510K,3530K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57620C.pdf
AVX Corporation,NC12K00103JBB,THERMISTOR NTC 10KOHM 3630K 0805,-55°C ~ 150°C,25,10k,±5%,±3%,,,,3630K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC12MC0272JBB,THERM NTC 2.7KOHM 3910K 0805,-55°C ~ 150°C,25,2.7k,±5%,±3%,,,,3910K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC12P00104JBB,THERM NTC 100KOHM 4220K 0805,-55°C ~ 150°C,25,100k,±5%,±3%,,,,4220K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC12P00154JBB,THERM NTC 150KOHM 4220K 0805,-55°C ~ 150°C,25,150k,±5%,±3%,,,,4220K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20J00682JBA,THERM NTC 6.8KOHM 3480K 1206,-55°C ~ 150°C,25,6.8k,±5%,±3%,,,,3480K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20MC0121JBA,THERMISTOR NTC 120OHM 3910K 1206,-55°C ~ 150°C,25,120,±5%,±3%,,,,3910K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20MC0152JBA,THERM NTC 1.5KOHM 3910K 1206,-55°C ~ 150°C,25,1.5k,±5%,±3%,,,,3910K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20MC0181JBA,THERMISTOR NTC 180OHM 3910K 1206,-55°C ~ 150°C,25,180,±5%,±3%,,,,3910K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20MC0271JBA,THERMISTOR NTC 270OHM 3910K 1206,-55°C ~ 150°C,25,270,±5%,±3%,,,,3910K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20MC0391JBA,THERMISTOR NTC 390OHM 3910K 1206,-55°C ~ 150°C,25,390,±5%,±3%,,,,3910K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20M00333JBA,THERMISTOR NTC 33KOHM 3950K 1206,-55°C ~ 150°C,25,33k,±5%,±3%,,,,3950K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20P00224JBA,THERM NTC 220KOHM 4220K 1206,-55°C ~ 150°C,25,220k,±5%,±3%,,,,4220K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20Q00474JBA,THERM NTC 470KOHM 4300K 1206,-55°C ~ 150°C,25,470k,±5%,±3%,,,,4300K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20R00105JBA,THERMISTOR NTC 1MOHM 4400K 1206,-55°C ~ 150°C,25,1M,±5%,±3%,,,,4400K,,http://datasheets.avx.com/nc12-20.pdf
AVX Corporation,NC20KC0330JBA,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC20J00472JBA,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC20MC0151JBA,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC20KC0180JBA,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC20N00104JBA,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC20KC0120JBA,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC20KC0270JBA,NTC - THERMISTOR,,25,,,,,,,,,
Vishay BC Components,NTCS05605E3333JHT,THERMISTOR NTC,-,25,-,-,-,,,,,,
Cantherm,CMFB3970104HNT,THERM NTC 100KOHM 3970K 0805,-40°C ~ 125°C,25,100k,±5%,±3%,,3970K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/CMF_11x17_AUGUST_2014.pdf
Vishay BC Components,NTCS0402E3103HLT,THERMISTOR NTC 10KOHM 3490K 0402,-40°C ~ 150°C,25,10k,±3%,±3%,,,,3490K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3153HHT,THERMISTOR NTC 15KOHM 3965K 0402,-40°C ~ 150°C,25,15k,±3%,±3%,,,,3965K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3333HMT,THERMISTOR NTC 33KOHM 3670K 0402,-40°C ~ 150°C,25,33k,±3%,±3%,,,,3670K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3473HXT,THERMISTOR NTC 47KOHM 4075K 0402,-40°C ~ 150°C,25,47k,±3%,±3%,,,,4075K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3104HHT,THERM NTC 100KOHM 3950K 0402,-40°C ~ 150°C,25,100k,±3%,±3%,,,,3950K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3103HHT,THERMISTOR NTC 10KOHM 3950K 0402,-40°C ~ 150°C,25,10k,±3%,±3%,,,,3950K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
AVX Corporation,ND03M00472M--,THERM NTC 4.7KOHM 3950K DISC,-55°C ~ 150°C,25,4.7k,±20%,±2%,,,,3950K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,NC20I00332JBE,THERM NTC 3.3KOHM 3210K 1206,-55°C ~ 150°C,25,3.3k,±5%,±5%,,,,3210K,,http://datasheets.avx.com/nc12-20.pdf
Murata Electronics,NXRT15WF104FA1B010,THERM NTC 100KOHM 4250K BEAD,-40°C ~ 125°C,25,100k,±1%,±1%,,4250K,,4311K,4334K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXRT15WF104FA1B020,THERM NTC 100KOHM 4250K BEAD,-40°C ~ 125°C,25,100k,±1%,±1%,,4250K,,4311K,4334K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
TDK Electronics Inc.,B57621C153M62,THERMISTOR NTC 15KOHM 3480K 1206,-55°C ~ 125°C,25,15k,±20%,±3%,,3480K,,3550K,3560K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57621C.pdf
Murata Electronics,NXRT15WB333JA1B010,LEADED NTC THERMISTOR,-40°C ~ 125°C,25,10k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXRT15WB333JA1B020,LEADED NTC THERMISTOR,-40°C ~ 125°C,25,10k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXRT15WB333JA1B030,LEADED NTC THERMISTOR,-40°C ~ 125°C,25,10k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
AVX Corporation,NB20L00223KBA,THERMISTOR NTC 22KOHM 3790K 1206,-55°C ~ 150°C,25,22k,±10%,±3%,,,,3790K,,http://datasheets.avx.com/nb21-nb12-nb20.pdf
AVX Corporation,NB20K00103KBA,THERMISTOR NTC 10KOHM 3630K 1206,-55°C ~ 150°C,25,10k,±10%,±3%,,,,3630K,,http://datasheets.avx.com/nb21-nb12-nb20.pdf
AVX Corporation,NB20L00153KBA,THERMISTOR NTC 15KOHM 3790K 1206,-55°C ~ 150°C,25,15k,±10%,±3%,,,,3790K,,http://datasheets.avx.com/nb21-nb12-nb20.pdf
Murata Electronics,NCU18WF104D6SRB,NTC THERMISTOR CHIP TYPE,-40°C ~ 150°C,25,100k,±0.5%,±0.5%,,4250K,,4311K,4334K,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/thermistor/r03e.ashx?la=en-us
AVX Corporation,NB20J00472KBA,THERM NTC 4.7KOHM 3480K 1206,-55°C ~ 150°C,25,4.7k,±10%,±3%,,,,3480K,,http://datasheets.avx.com/nb21-nb12-nb20.pdf
Vishay BC Components,NTCS0402E3473GXT,THERMISTOR NTC 47KOHM 4075K 0402,-40°C ~ 150°C,25,47k,±2%,±3%,,,,4075K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
Vishay BC Components,NTCS0402E3104GHT,THERM NTC 100KOHM 3950K 0402,-40°C ~ 150°C,25,100k,±2%,±3%,,,,3950K,,https://www.vishay.com/docs/29003/ntcs0402e3t.pdf
TDK Electronics Inc.,B57452V5472J062,THERM NTC 4.7KOHM 4386K 0805,-40°C ~ 150°C,25,4.7k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Automotive_series_0805.pdf
Murata Electronics,NXRT15WB333JA3A016,LEADED NTC THERMISTOR,-40°C ~ 125°C,25,10k,±5%,±3%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
TDK Electronics Inc.,B57343V5103F360,NTC THERMISTOR 0603 10K F60 B-33,-40°C ~ 150°C,25,10k,±1%,±1%,,3568K,,3610K,3624K,
Mitsubishi Materials U.S.A. Corporation,TN10-3V682JT,NTC CHIP THERMISTOR 6.8KOHM 3900,-40°C ~ 125°C,25,6.8k,±5%,±3%,,3900K,,,,
Mitsubishi Materials U.S.A. Corporation,TN10-3V682JT,NTC CHIP THERMISTOR 6.8KOHM 3900,-40°C ~ 125°C,25,6.8k,±5%,±3%,,3900K,,,,
Mitsubishi Materials U.S.A. Corporation,TN11-3W474JT,NTC CHIP THERMISTOR 470KOHM 3940,-40°C ~ 125°C,25,470k,±5%,±3%,,3940K,,,,
Mitsubishi Materials U.S.A. Corporation,TN11-3W474JT,NTC CHIP THERMISTOR 470KOHM 3940,-40°C ~ 125°C,25,470k,±5%,±3%,,3940K,,,,
Mitsubishi Materials U.S.A. Corporation,TN11-3T223JT,NTC CHIP THERMISTOR 22KOHM 3820K,-40°C ~ 125°C,25,22k,±5%,±3%,,3820K,,,,
Mitsubishi Materials U.S.A. Corporation,TN11-3T223JT,NTC CHIP THERMISTOR 22KOHM 3820K,-40°C ~ 125°C,25,22k,±5%,±3%,,3820K,,,,
TDK Electronics Inc.,B57621C153K62,THERMISTOR NTC 15KOHM 3480K 1206,-55°C ~ 125°C,25,15k,±10%,±3%,,3480K,,3550K,3560K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57621C.pdf
TDK Electronics Inc.,B57621C332K62,THERM NTC 3.3KOHM 3430K 1206,-55°C ~ 125°C,25,3.3k,±10%,±3%,,3430K,,3500K,3520K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57621C.pdf
TDK Electronics Inc.,B57431V2333J062,THERMISTOR NTC 33KOHM 0805,-55°C ~ 125°C,25,33k,±5%,±3%,,,,,,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B574311_21_31.pdf
TDK Electronics Inc.,B57431V2333J062,THERMISTOR NTC 33KOHM 0805,-55°C ~ 125°C,25,33k,±5%,±3%,,,,,,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B574311_21_31.pdf
TDK Electronics Inc.,B57421V2153J062,THERMISTOR NTC 15KOHM 3940K 0805,-55°C ~ 125°C,25,15k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2332J062,THERM NTC 3.3KOHM 3940K 0805,-55°C ~ 125°C,25,3.3k,±5%,±3%,,3940K,,3980K,4000K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B574311_21_31.pdf
TDK Electronics Inc.,B57471V2684J062,THERM NTC 680KOHM 4386K 0805,-55°C ~ 125°C,25,680k,±5%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2152H062,THERM NTC 1.5KOHM 3940K 0805,-55°C ~ 125°C,25,1.5k,±3%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2222H062,THERM NTC 2.2KOHM 3940K 0805,-55°C ~ 125°C,25,2.2k,±3%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57471V2472H062,THERM NTC 4.7KOHM 4386K 0805,-55°C ~ 125°C,25,4.7k,±3%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57471V2682H062,THERM NTC 6.8KOHM 4386K 0805,-55°C ~ 125°C,25,6.8k,±3%,±3%,,4386K,,4455K,4480K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
AVX Corporation,ND03K00222K--,THERM NTC 2.2KOHM 3630K DISC,-55°C ~ 150°C,25,2.2k,±10%,±2%,,,,3630K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03L00332K--,THERM NTC 3.3KOHM 3790K DISC,-55°C ~ 150°C,25,3.3k,±10%,±2%,,,,3790K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03N00103K--,THERMISTOR NTC 10KOHM 4080K DISC,-55°C ~ 150°C,25,10k,±10%,±2%,,,,4080K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03P00333K--,THERMISTOR NTC 33KOHM 4220K DISC,-55°C ~ 150°C,25,33k,±10%,±2%,,,,4220K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03Q00473K--,THERMISTOR NTC 47KOHM 4300K DISC,-55°C ~ 150°C,25,47k,±10%,±2%,,,,4300K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03Q00683K--,THERMISTOR NTC 68KOHM 4300K DISC,-55°C ~ 150°C,25,68k,±10%,±2%,,,,4300K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03R00104K--,THERM NTC 100KOHM 4400K DISC,-55°C ~ 150°C,25,100k,±10%,±2%,,,,4400K,,http://datasheets.avx.com/NTC_DiscThermistors.pdf
AVX Corporation,ND03K00152K--,NTC - THERMISTOR,,25,,,,,,,,,
AVX Corporation,NC12P00104J--,THERM NTC 100KOHM 4220K 0805,-55°C ~ 150°C,25,100k,±5%,±3%,,,,4220K,,http://datasheets.avx.com/nc12-20.pdf
Vishay BC Components,NTCS0603E3272HMT,THERM NTC 2.7KOHM 3600K 0603,-40°C ~ 150°C,25,2.7k,±3%,±1%,,,,3600K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3272HMT,THERM NTC 2.7KOHM 3600K 0603,-40°C ~ 150°C,25,2.7k,±3%,±1%,,,,3600K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3272HMT,THERM NTC 2.7KOHM 3600K 0603,-40°C ~ 150°C,25,2.7k,±3%,±1%,,,,3600K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103HHT,THERMISTOR NTC 10KOHM 3960K 0603,-40°C ~ 150°C,25,10k,±3%,±1%,,,,3960K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
TDK Electronics Inc.,B57621C153J62,THERMISTOR NTC 15KOHM 3480K 1206,-55°C ~ 125°C,25,15k,±5%,±3%,,3480K,,3550K,3560K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57621C.pdf
Murata Electronics,NXRT15WB473FA1B010,LEADED NTC THERMISTOR,-40°C ~ 125°C,25,10k,±1%,±1%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXRT15WB473FA1B020,LEADED NTC THERMISTOR,-40°C ~ 125°C,25,10k,±1%,±1%,,4050K,,4108K,4131K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
TDK Electronics Inc.,B57421V2333H062,THERMISTOR NTC 33KOHM 3940K 0805,-55°C ~ 125°C,25,33k,±3%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57620C473J62,THERMISTOR NTC 47KOHM 4030K 0805,-55°C ~ 125°C,25,47k,±5%,±3%,,4030K,,4080K,4100K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57620C.pdf
Murata Electronics,NXFT15WB473FA2B025,THERMISTOR NTC 47K OHM BEAD,-40°C ~ 125°C,25,47k,±1%,±1%,,4050K,,4108K,4131K,
Murata Electronics,NXFT15WB473FA2B030,THERMISTOR NTC 47K OHM BEAD,-40°C ~ 125°C,25,47k,±1%,±1%,,4050K,,4108K,4131K,
Murata Electronics,NXFT15WB473FA2B040,THERMISTOR NTC 47K OHM BEAD,-40°C ~ 125°C,25,47k,±1%,±1%,,4050K,,4108K,4131K,
Murata Electronics,NXFT15WB473FA2B050,THERMISTOR NTC 47K OHM BEAD,-40°C ~ 125°C,25,47k,±1%,±1%,,4050K,,4108K,4131K,
Murata Electronics,NXFT15WF104FA2B030,THERM NTC 100KOHM 4250K BEAD,-40°C ~ 125°C,25,100k,±1%,±1%,,4250K,,4311K,4334K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXFT15WF104FA2B040,THERM NTC 100KOHM 4250K BEAD,-40°C ~ 125°C,25,100k,±1%,±1%,,4250K,,4311K,4334K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXFT15XH103FA2B030,THERMISTOR NTC 10KOHM 3380K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3380K,,3434K,3455K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
AVX Corporation,NC20KC0390MBA,THERMISTOR NTC 39OHM 3470K 1206,-55°C ~ 150°C,25,39,±20%,±5%,,,,3470K,,http://datasheets.avx.com/nc12-20.pdf
Vishay BC Components,NTCS0805E3333HHT,THERMISTOR NTC 33KOHM 3920K 0805,-40°C ~ 150°C,25,33k,±3%,±1%,,,,3920K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3333HHT,THERMISTOR NTC 33KOHM 3920K 0805,-40°C ~ 150°C,25,33k,±3%,±1%,,,,3920K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3333HHT,THERMISTOR NTC 33KOHM 3920K 0805,-40°C ~ 150°C,25,33k,±3%,±1%,,,,3920K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
